preco,condominio,IPTU,metros_quadrados,quartos,banheiros,vagas,endereco
290000,NA,NA,90,2 ,2 ,1 ,"Estrada Iaraqua, Campo Grande"
375000,200,60,140,3 ,4 ,2 ,"Estrada Curumau, Taquara"
175000,NA,NA,300,3 ,2 ,3 ,"Rua Almeida Oliveira, Guaratiba"
1950000,660,460,345,5 ,7 ,3 ,"Rua Fritz Utzeri, Recreio Dos Bandeirantes"
279900,NA,NA,90,3 ,2 ,2 ,"Rua Ferreira Chaves, Vila Kosmos"
200000,NA,NA,80,3 ,1 ,NA,"Rua Doutor Piragibe, Santo Cristo"
380000,NA,560,154,2 ,2 ,5 ,"Rua Virgínia Vidal, Tanque"
300000,40,NA,160,2 ,2 ,3 ,"Rua Altino Arantes, Campo Grande"
1130000,230,1074,171,3 ,2 ,1 ,"Rua Ibituruna, Tijuca"
6000000,2300,19400,680,6 ,7 ,4 ,"Itanhangá, Rio de Janeiro"
2900000,NA,4565,130,1 ,1 ,NA,"Rua Cesario Alvim, Humaitá"
2350000,700,5000,469,5 ,7 ,3 ,"Rua Fritz Utzeri, Recreio Dos Bandeirantes"
290000,NA,60,120,2 ,3 ,NA,"Rua Visconde de Santa Isabel, Vila Isabel"
350000,NA,NA,168,3 ,2 ,4 ,"Rua da Usina, Bangu"
1200000,1400,520,226,4 ,4 ,2 ,"Rua Orígenes Lessa, Recreio Dos Bandeirantes"
250000,150,NA,145,3 ,3 ,1 ,"Rua Luís Severiano Ribeiro, Freguesia- Jacarepaguá"
190000,NA,NA,80,2 ,3 ,1 ,"Rua Conceiçao das Alagoas, Campo Grande"
3500000,1900,1800,530,4 ,4 ,3 ,"Avenida Rachel de Queiroz, Barra da Tijuca"
360000,NA,NA,150,3 ,2 ,1 ,"Rua Daniel Carneiro, Engenho De Dentro"
199000,NA,NA,80,2 ,2 ,1 ,"Rua Itaunas, Campo Grande"
122740,NA,NA,65,1 ,1 ,NA,"Rua Nerval de Gouveia, Cascadura"
179523,NA,NA,100,1 ,1 ,NA,"Rua Ada, Piedade"
290000,NA,NA,110,3 ,2 ,2 ,"Tanque, Rio de Janeiro"
637000,100,NA,110,3 ,2 ,1 ,"Rua General Espírito Santo Cardoso, Tijuca"
350000,NA,NA,110,3 ,2 ,2 ,"Tanque, Rio de Janeiro"
1100000,1331,4592,200,3 ,5 ,2 ,"Recreio Dos Bandeirantes, Rio de Janeiro"
250000,NA,NA,256,3 ,2 ,5 ,"Sepetiba, Rio de Janeiro"
200000,NA,NA,150,3 ,2 ,1 ,"Rua Viçosa, Penha Circular"
360000,1,1,390,3 ,3 ,3 ,"Avenida Célia Ribeiro da Silva Mendes, Recreio Dos Bandeirantes"
430000,100,1450,120,3 ,4 ,2 ,"Pechincha, Rio de Janeiro"
280000,360,NA,125,2 ,2 ,3 ,"Campo Grande, Rio de Janeiro"
740000,NA,233,200,3 ,4 ,4 ,"Rua Dom Casmurro, Anil"
650000,575,90,108,4 ,3 ,2 ,"Estrada dos Bandeirantes, Vargem Pequena"
4800000,NA,10203,506,3 ,3 ,NA,"Rua Viúva Lacerda, Humaitá"
800000,NA,486,144,4 ,2 ,2 ,"Rua do Trabalho, Vila da Penha"
390000,NA,86,121,3 ,3 ,3 ,"Rua Desembargador Gastão Macedo, Praça Seca"
195000,NA,80,90,2 ,2 ,NA,"Rua Dante Santoro, Ilha do Governador"
280000,360,NA,125,2 ,2 ,3 ,"Campo Grande, Rio de Janeiro"
740000,NA,233,200,3 ,4 ,4 ,"Rua Dom Casmurro, Anil"
1950000,660,6000,263,4 ,4 ,2 ,"Rua Fritz Utzeri, Recreio Dos Bandeirantes"
210000,NA,NA,60,2 ,2 ,2 ,"Estrada da Paciência, Cosmos"
250000,NA,1503,101,2 ,1 ,5 ,"Rua Vinícius de Moraes, Ipanema"
255000,NA,9,60,2 ,1 ,1 ,"Rua Major Conrado, Cordovil"
2390000,1200,330,380,5 ,5 ,2 ,"Rua Pio Borges de Castro, Barra da Tijuca"
280000,NA,NA,80,2 ,2 ,NA,"Rua Chuí, Madureira"
218000,NA,NA,70,2 ,2 ,2 ,"Estrada do Tingui, Campo Grande"
1189888,210,316,260,3 ,6 ,1 ,"Estrada Pau-ferro, Freguesia- Jacarepaguá"
245000,NA,NA,100,2 ,3 ,2 ,"Rua Artur Santos, Campo Grande"
220000,NA,NA,70,2 ,1 ,2 ,"Avenida Ernani Cardoso, Cascadura"
290000,NA,NA,110,2 ,2 ,3 ,"Campo Grande, Rio de Janeiro"
2690000,NA,800,402,4 ,8 ,3 ,"Avenida das Américas, Barra da Tijuca"
138000,50,NA,45,2 ,2 ,1 ,"Rua Stella Goulart Marinho,  Pedra de Guaratiba"
2600000,NA,516,350,13 ,10 ,NA,"Travessa Santa Leocádia, Copacabana"
2790000,1200,1031,350,4 ,6 ,4 ,"Avenida Rosauro Estellita, Barra da Tijuca"
790000,NA,3821,160,2 ,2 ,1 ,"Rua Uruguai, Andaraí"
1495000,1058,590,240,5 ,2 ,2 ,"Rua Rômulo de Almeida, Recreio Dos Bandeirantes"
650000,NA,NA,180,4 ,2 ,4 ,"Rua Professor Franca Amaral, Jardim América"
1000000,NA,934,127,3 ,2 ,1 ,"Urca, Rio de Janeiro"
350000,NA,500,80,2 ,1 ,1 ,"Praça Seca, Rio de Janeiro"
270000,NA,NA,64,2 ,2 ,NA,"São Cristóvão, Rio de Janeiro"
269000,400,20,91,3 ,3 ,1 ,"Rua Henriqueta, Tanque"
1300000,900,410,310,4 ,4 ,2 ,"Rua Francisco Mangabeira, Barra da Tijuca"
120000,NA,NA,70,2 ,2 ,NA,"Cordovil, Rio de Janeiro"
195000,NA,NA,119,2 ,1 ,3 ,"Estrada do Magarça, Campo Grande"
250000,NA,NA,80,2 ,1 ,3 ,"Rua Japegoa, Braz de Pina"
200000,300,NA,83,2 ,2 ,1 ,"Campo Grande, Rio de Janeiro"
430000,100,1450,120,3 ,4 ,2 ,"Pechincha, Rio de Janeiro"
350000,NA,NA,110,3 ,2 ,2 ,"Tanque, Rio de Janeiro"
230000,NA,NA,70,2 ,2 ,1 ,"Vaz Lobo, Rio de Janeiro"
189900,NA,NA,87,3 ,2 ,1 ,"Rua Maranga, Praça Seca"
190000,NA,NA,150,2 ,2 ,NA,"Rua Quiririm,  Vila Valqueire"
1550000,1561,200,355,5 ,5 ,3 ,"Estrada Vereador Alceu de Carvalho, Recreio Dos Bandeirantes"
260000,110,NA,71,2 ,2 ,2 ,"Rua Marquês de Jacarepaguá, Taquara"
879990,300,NA,170,4 ,4 ,2 ,"Estrada do Bananal, Freguesia- Jacarepaguá"
929990,500,NA,130,3 ,3 ,3 ,"Estrada do Bananal, Freguesia- Jacarepaguá"
219000,600,60,106,2 ,3 ,2 ,"Estrada da Posse, Campo Grande"
219000,600,60,106,2 ,3 ,2 ,"Estrada da Posse, Campo Grande"
1260000,1600,4800,280,4 ,4 ,3 ,"Avenida das Américas, Recreio Dos Bandeirantes"
80000,NA,NA,200,2 ,2 ,4 ,"Rua Marcorama, Cosmos"
95000,NA,NA,180,3 ,2 ,1 ,"Bento Ribeiro, Rio de Janeiro"
12500000,2600,6900,900,4 ,4 ,3 ,"São Conrado, Rio de Janeiro"
1130000,230,1074,171,3 ,2 ,1 ,"Rua Ibituruna, Tijuca"
1890000,1221,11700,370,4 ,4 ,3 ,"Rua Firmino Portugal, Barra da Tijuca"
480000,NA,NA,84,3 ,2 ,4 ,"Rua Campos Elísios, Campo Grande"
280000,40,498,136,3 ,2 ,4 ,"Rua Capitão Machado, Praça Seca"
115000,NA,NA,80,2 ,1 ,2 ,"Estrada do Magarça, Guaratiba"
480000,NA,68,154,3 ,2 ,2 ,"Jardim Sulacap, Rio de Janeiro"
220000,460,NA,75,2 ,2 ,1 ,"Estrada do Catonho, Jardim Sulacap"
350000,NA,NA,150,3 ,2 ,3 ,"Rua José Porfírio de Souza, Campo Grande"
240000,NA,NA,90,2 ,2 ,2 ,"Rua Braço do Norte, Campo Grande"
260000,NA,NA,307,3 ,3 ,4 ,"Rua Donário José de Souza,  Pedra de Guaratiba"
240000,25,NA,80,2 ,2 ,1 ,"Rua do Souto, Cascadura"
200000,NA,NA,275,2 ,2 ,1 ,"Travessa João Romariz, Sepetiba"
2650000,1250,10000,428,4 ,5 ,4 ,"Barra da Tijuca, Rio de Janeiro"
260000,NA,NA,120,2 ,2 ,NA,"Riachuelo, Rio de Janeiro"
279000,NA,NA,80,2 ,2 ,1 ,"Rua Coxito Granado, Campo Grande"
350000,NA,NA,100,2 ,1 ,3 ,"Estrada do Tingui, Campo Grande"
350000,NA,NA,85,4 ,4 ,4 ,"Vaz Lobo, Rio de Janeiro"
300000,NA,150,260,2 ,2 ,4 ,"Praça Areia Branca, Santa Cruz"
260000,NA,NA,89,4 ,2 ,NA,"Rua José Francisco de Sousa Porto, Campo Grande"
700000,NA,1782,128,2 ,2 ,NA,"Itanhangá, Rio de Janeiro"
315000,NA,NA,120,2 ,1 ,2 ,"Rua Ferreira Chaves, Vila da Penha"
294000,NA,93,80,2 ,1 ,2 ,"Rua Amaetinga, Cordovil"
1900000,1600,550,300,4 ,5 ,2 ,"Estrada Vereador Alceu de Carvalho, Recreio Dos Bandeirantes"
4500000,1500,18869,523,4 ,7 ,2 ,"Rua Engenheiro Neves da Rocha, Itanhangá"
3300000,NA,978,475,4 ,5 ,3 ,"Botafogo, Rio de Janeiro"
3990000,NA,1500,640,4 ,11 ,3 ,"Rua Euclides de Figueiredo, Jardim Botânico"
330000,20,126,135,2 ,2 ,2 ,"Rua Fontoura Chaves, Água Santa"
200000,NA,NA,90,2 ,2 ,2 ,"Rua Framboesa, Cosmos"
340000,NA,1000,130,3 ,3 ,2 ,"Campo Grande, Rio de Janeiro"
179900,NA,NA,70,2 ,2 ,1 ,"Rua Arapacu, Inhoaíba"
299000,NA,860,160,3 ,3 ,2 ,"Rua Ludgero Pinho, Bento Ribeiro"
850000,60,NA,147,3 ,3 ,3 ,"Rua Emílio Miranda, Vila da Penha"
65000,NA,NA,90,2 ,2 ,NA,"Rua Dois de Maio, Sampaio"
290000,NA,168,100,2 ,2 ,1 ,"Rua Correio Brasiliense, Jacarepaguá"
480000,1,394,123,3 ,3 ,2 ,"Rua Pescador Clemente, Campo Grande"
1350000,1580,420,260,4 ,4 ,3 ,"Recreio Dos Bandeirantes, Rio de Janeiro"
1170000,890,450,247,3 ,4 ,2 ,"Rua José Américo de Almeida, Recreio Dos Bandeirantes"
350000,350,105,85,3 ,2 ,1 ,"Rua Barão de São Francisco, Tijuca"
870000,300,NA,116,3 ,4 ,1 ,"Rua Barão de Itapagipe, Tijuca"
5000000,NA,750,480,4 ,9 ,3 ,"Rua Ingles de Sousa, Jardim Botânico"
400000,50,337,119,3 ,3 ,2 ,"Rua Major Armando de Sousa Melo, Campo Grande"
235000,NA,NA,63,2 ,2 ,2 ,"Rua Simão Issac Benjó,  Pedra de Guaratiba"
260000,NA,NA,100,2 ,1 ,2 ,"Rua Beta, Guadalupe"
1350000,1200,101,289,4 ,6 ,3 ,"Rua José Mindlin, Recreio Dos Bandeirantes"
222000,NA,NA,150,2 ,2 ,2 ,"Rua São Dimas, Magalhães Bastos"
400000,NA,NA,130,3 ,4 ,2 ,"Campo Grande, Rio de Janeiro"
3350000,1700,720,1000,4 ,5 ,2 ,"Rua Engenheiro Pires do Rio, Itanhangá"
28000000,4900,NA,1000,4 ,4 ,2 ,"Rua Itiquira, Leblon"
1000000,135,NA,300,4 ,3 ,NA,"Santa Teresa, Rio de Janeiro"
2200000,1230,1109,470,5 ,5 ,5 ,"Barra da Tijuca, Rio de Janeiro"
320000,NA,NA,90,3 ,2 ,3 ,"Campo Grande, Rio de Janeiro"
75000,NA,NA,75,3 ,1 ,2 ,"Rua Joana de Aguiar, Guaratiba"
1100000,NA,NA,240,3 ,5 ,3 ,"Rua Correia e Castro, Jardim Guanabara"
260000,NA,100,75,2 ,3 ,1 ,"Avenida Alhambra, Campo Grande"
800000,750,1550,184,4 ,4 ,2 ,"Rua João Marques Cadengo, Vargem Pequena"
329000,250,NA,225,2 ,3 ,2 ,"Estrada dos Caboclos, Campo Grande"
350000,NA,NA,120,3 ,2 ,2 ,"Rua Vaz Lobo, Vaz Lobo"
180000,NA,NA,65,2 ,2 ,1 ,"Rua Professora Sylvia Zenóbio de Assumpção, Campo Grande"
290000,NA,NA,74,2 ,2 ,2 ,"Campo Grande, Rio de Janeiro"
550000,180,NA,180,3 ,2 ,3 ,"Avenida Carlos Pontes, Jardim Sulacap"
200000,NA,NA,90,2 ,2 ,2 ,"Rua Framboesa, Cosmos"
340000,NA,1000,130,3 ,3 ,2 ,"Campo Grande, Rio de Janeiro"
179900,NA,NA,70,2 ,2 ,1 ,"Rua Arapacu, Inhoaíba"
299000,NA,860,160,3 ,3 ,2 ,"Rua Ludgero Pinho, Bento Ribeiro"
850000,60,NA,147,3 ,3 ,3 ,"Rua Emílio Miranda, Vila da Penha"
65000,NA,NA,90,2 ,2 ,NA,"Rua Dois de Maio, Sampaio"
290000,NA,168,100,2 ,2 ,1 ,"Rua Correio Brasiliense, Jacarepaguá"
480000,1,394,123,3 ,3 ,2 ,"Rua Pescador Clemente, Campo Grande"
1350000,1580,420,260,4 ,4 ,3 ,"Recreio Dos Bandeirantes, Rio de Janeiro"
1170000,890,450,247,3 ,4 ,2 ,"Rua José Américo de Almeida, Recreio Dos Bandeirantes"
350000,350,105,85,3 ,2 ,1 ,"Rua Barão de São Francisco, Tijuca"
1450000,NA,480,243,3 ,2 ,3 ,"Rua Henrique Lacombe, Jardim Guanabara"
3700000,1000,1200,483,4 ,9 ,4 ,"Rua Mário Albuquerque, Barra da Tijuca"
250000,NA,NA,86,2 ,1 ,2 ,"Rua Luciano Fabrício Riquet, Campo Grande"
120000,NA,NA,80,2 ,1 ,3 ,"Rua Zoroastro da Cunha, Senador Camara"
1200000,1400,NA,285,5 ,4 ,3 ,"Rua José Mindlin, Recreio Dos Bandeirantes"
380000,117,80,150,3 ,2 ,2 ,"Estrada do Morro Cavado, Guaratiba"
1690000,1351,5440,250,4 ,4 ,3 ,"Barra da Tijuca, Rio de Janeiro"
270000,NA,NA,100,3 ,2 ,1 ,"Rua Manuel Wanderley, Irajá"
270000,NA,NA,80,2 ,2 ,NA,"Rua Aricambu, Cordovil"
300000,NA,NA,144,4 ,2 ,4 ,"Rua Tenente Palestrina, Cordovil"
915000,1000,4500,220,5 ,4 ,2 ,"Avenida Miguel Antônio Fernandes, Recreio Dos Bandeirantes"
240000,NA,80,90,2 ,2 ,1 ,"Estrada Cabuçu de Baixo, Guaratiba"
690000,250,277,242,4 ,5 ,2 ,"Estrada Pau-ferro, Freguesia- Jacarepaguá"
320000,NA,NA,86,3 ,3 ,1 ,"Campo Grande, Rio de Janeiro"
2700000,1460,998,367,3 ,5 ,2 ,"Avenida das Américas, Barra da Tijuca"
340000,NA,NA,210,4 ,7 ,3 ,"Jardim Sulacap, Rio de Janeiro"
920000,NA,NA,177,3 ,4 ,2 ,"Praça Restier Gonçalves, Recreio Dos Bandeirantes"
180000,NA,NA,110,2 ,3 ,NA,"Rua Jacareí, Pilares"
379000,NA,NA,150,4 ,3 ,2 ,"Rua Wilmar Jorge, Campo Grande"
269000,349,NA,91,3 ,2 ,1 ,"Rua Henriqueta, Tanque"
400000,NA,1200,180,3 ,4 ,1 ,"Rua Garcia Pires, Quintino Bocaiúva"
280000,330,NA,125,3 ,4 ,1 ,"Avenida Geremário Dantas, Pechincha"
245000,NA,759,73,2 ,2 ,1 ,"Praça Seca, Rio de Janeiro"
314990,NA,101,119,3 ,2 ,1 ,"Rua Divisória, Bento Ribeiro"
2850000,NA,8500,760,5 ,6 ,10 ,"Rua Cairucu, Jacarepaguá"
570000,50,111,155,3 ,2 ,1 ,"Maracanã, Rio de Janeiro"
1250000,970,330,180,5 ,5 ,3 ,"Avenida Aldemir Martins, Recreio Dos Bandeirantes"
320000,NA,NA,86,3 ,3 ,1 ,"Campo Grande, Rio de Janeiro"
2700000,1460,998,367,3 ,5 ,2 ,"Avenida das Américas, Barra da Tijuca"
340000,NA,NA,210,4 ,7 ,3 ,"Jardim Sulacap, Rio de Janeiro"
920000,NA,NA,177,3 ,4 ,2 ,"Praça Restier Gonçalves, Recreio Dos Bandeirantes"
180000,NA,NA,110,2 ,3 ,NA,"Rua Jacareí, Pilares"
150000,NA,NA,86,3 ,1 ,4 ,"Estrada do Tingui, Campo Grande"
269000,349,NA,91,3 ,2 ,1 ,"Rua Henriqueta, Tanque"
400000,NA,1200,180,3 ,4 ,1 ,"Rua Garcia Pires, Quintino Bocaiúva"
280000,330,NA,125,3 ,4 ,1 ,"Avenida Geremário Dantas, Pechincha"
314990,NA,101,119,3 ,2 ,1 ,"Rua Divisória, Bento Ribeiro"
170000,NA,NA,120,2 ,1 ,NA,"Rua Vargem Mimosa, Paciência"
650000,50,NA,380,4 ,6 ,3 ,"Estrada do Cantagalo, Campo Grande"
320000,NA,10,80,3 ,1 ,3 ,"Rua Pintor Marques Júnior, Jardim América"
580000,390,NA,300,4 ,6 ,2 ,"Avenida Canal Dois, Recreio Dos Bandeirantes"
1450000,500,NA,349,4 ,6 ,2 ,"Rua Mário Lisboa de Carvalho, Vargem Grande"
323000,NA,NA,476,4 ,2 ,2 ,"Rua Aníbal Bruno, Santa Cruz"
600000,260,NA,190,3 ,4 ,8 ,"Estrada Professor Brant Hora, Guaratiba"
350000,NA,NA,191,3 ,2 ,3 ,"Rua Ciro Flávio Salazar, Campo Grande"
350000,NA,NA,90,2 ,3 ,2 ,"Campo Grande, Rio de Janeiro"
4450000,1850,NA,550,5 ,6 ,6 ,"Rua Engenheiro Pires do Rio, Itanhangá"
1500000,1000,2000,474,5 ,6 ,10 ,"Estrada da Vendinha, Barra De Guaratiba"
1950000,NA,800,387,4 ,3 ,2 ,"Rua Macedo Ludolf, Barra da Tijuca"
1000000,135,NA,300,4 ,3 ,NA,"Santa Teresa, Rio de Janeiro"
1890000,1221,11700,370,4 ,4 ,3 ,"Rua Firmino Portugal, Barra da Tijuca"
295000,NA,NA,88,2 ,1 ,NA,"Rua Visconde de Santa Isabel, Vila Isabel"
330000,NA,NA,150,3 ,3 ,2 ,"Jardim América, Rio de Janeiro"
165000,NA,NA,100,4 ,1 ,1 ,"Rua Carumbé, Realengo"
140000,NA,120,122,2 ,2 ,NA,"Rua Mont Alverne, Santo Cristo"
360000,200,NA,160,3 ,3 ,2 ,"Campo Grande, Rio de Janeiro"
2750000,1600,836,450,5 ,9 ,2 ,"Rua Ernani Agricola, Itanhangá"
6200000,1750,NA,872,4 ,6 ,4 ,"Rua Paulo Moreno, Barra da Tijuca"
250000,NA,NA,162,2 ,3 ,NA,"Campo Grande, Rio de Janeiro"
170000,NA,NA,75,2 ,2 ,NA,"Tubiacanga, Rio de Janeiro"
325000,NA,NA,140,3 ,4 ,2 ,"Estrada do Sapé, Rio de Janeiro"
290000,NA,NA,200,5 ,2 ,3 ,"Rua Tenente Bruno, Brás de Pina"
335000,NA,NA,100,3 ,3 ,2 ,"Rua Juarez Getirana,  Pedra de Guaratiba"
210000,NA,110,150,3 ,2 ,2 ,"Rua Vieira de Araújo, Realengo"
399000,NA,NA,133,3 ,3 ,2 ,"Rua Iriju, Taquara"
1050000,NA,1500,294,4 ,5 ,2 ,"Avenida das Américas, Recreio Dos Bandeirantes"
220000,NA,101,130,4 ,2 ,2 ,"Rua Jaboti, Braz de Pina"
305000,450,NA,250,3 ,3 ,3 ,"Rua Anthero Monteiro de Azevedo, Campo Grande"
500000,NA,NA,200,3 ,3 ,2 ,"Travessa Vaz da Costa, Inhaúma"
165000,NA,NA,104,2 ,2 ,1 ,"Rua Venâncio Ribeiro, Engenho De Dentro"
185000,NA,NA,99,2 ,2 ,NA,"Ricardo de Albuquerque, Rio de Janeiro"
180000,NA,NA,60,2 ,2 ,1 ,"Estrada da Posse, Campo Grande"
955000,NA,1471,234,3 ,4 ,3 ,"Rua Sobragi, Tauá"
1580000,1000,3600,360,4 ,6 ,4 ,"Estrada Vereador Alceu de Carvalho, Recreio Dos Bandeirantes"
1000000,135,NA,300,4 ,3 ,NA,"Santa Teresa, Rio de Janeiro"
140000,NA,120,122,2 ,2 ,NA,"Rua Mont Alverne, Santo Cristo"
360000,200,NA,160,3 ,3 ,2 ,"Campo Grande, Rio de Janeiro"
2750000,1600,836,450,5 ,9 ,2 ,"Rua Ernani Agricola, Itanhangá"
250000,NA,NA,162,2 ,3 ,NA,"Campo Grande, Rio de Janeiro"
170000,NA,NA,75,2 ,2 ,NA,"Tubiacanga, Rio de Janeiro"
325000,NA,NA,140,3 ,4 ,2 ,"Estrada do Sapé, Rio de Janeiro"
290000,NA,NA,200,5 ,2 ,3 ,"Rua Tenente Bruno, Brás de Pina"
335000,NA,NA,100,3 ,3 ,2 ,"Rua Juarez Getirana,  Pedra de Guaratiba"
210000,NA,110,150,3 ,2 ,2 ,"Rua Vieira de Araújo, Realengo"
399000,NA,NA,133,3 ,3 ,2 ,"Rua Iriju, Taquara"
1050000,NA,1500,294,4 ,5 ,2 ,"Avenida das Américas, Recreio Dos Bandeirantes"
220000,NA,101,130,4 ,2 ,2 ,"Rua Jaboti, Braz de Pina"
305000,450,NA,250,3 ,3 ,3 ,"Rua Anthero Monteiro de Azevedo, Campo Grande"
500000,NA,NA,200,3 ,3 ,2 ,"Travessa Vaz da Costa, Inhaúma"
3400000,1150,1124,437,5 ,5 ,3 ,"Rua Ivaldo de Azambuja, Barra da Tijuca"
165000,NA,NA,104,2 ,2 ,1 ,"Rua Venâncio Ribeiro, Engenho De Dentro"
185000,NA,NA,99,2 ,2 ,NA,"Ricardo de Albuquerque, Rio de Janeiro"
180000,NA,NA,60,2 ,2 ,1 ,"Estrada da Posse, Campo Grande"
270000,70,NA,210,3 ,3 ,1 ,"Travessa Paulo Provincina, Vila Isabel"
185000,NA,NA,195,5 ,3 ,2 ,"Itacolomi, Rio de Janeiro"
360000,NA,157,100,2 ,2 ,2 ,"Rua Quixere, Guaratiba"
5870000,2000,300,622,5 ,6 ,3 ,"Avenida Jorge Curi, Barra da Tijuca"
4800000,2000,17000,600,5 ,8 ,3 ,"Rua Anita Mantuano, Barra da Tijuca"
390000,NA,NA,120,2 ,4 ,1 ," Vila Valqueire, Rio de Janeiro"
300000,NA,NA,150,3 ,2 ,4 ,"Rua General Azeredo, Realengo"
775000,NA,20,230,3 ,2 ,3 ,"Rua Ponte Nova, Tanque"
400000,NA,1000,340,5 ,3 ,3 ,"Rua Ibitu, Realengo"
2700000,750,900,315,4 ,3 ,2 ,"Rua Pio Borges de Castro, Barra da Tijuca"
545000,NA,NA,218,5 ,2 ,2 ,"Rua Araújo Lima, Tijuca"
1870000,880,4925,250,4 ,7 ,4 ,"Rua Antônio Virzi, Recreio Dos Bandeirantes"
360000,NA,200,120,3 ,3 ,3 ,"Campo Grande, Rio de Janeiro"
1250000,1400,400,260,3 ,5 ,3 ,"Rua Ivo Borges, Recreio Dos Bandeirantes"
2000000,1056,8600,300,5 ,7 ,3 ,"Avenida das Américas, Barra da Tijuca"
348000,NA,NA,100,2 ,2 ,NA,"Rua Menezes Vieira, Cachambi"
280000,NA,720,98,2 ,1 ,1 ,"Estrada Cabuçu de Baixo, Campo Grande"
270000,NA,NA,60,2 ,1 ,1 ,"Vaz Lobo, Rio de Janeiro"
220000,NA,NA,260,3 ,3 ,4 ,"Rua Nunes, Sepetiba"
218000,500,NA,106,2 ,3 ,1 ,"Estrada da Posse, Campo Grande"
329460,NA,NA,140,3 ,2 ,2 ,"Rua Interlagos, Praça Seca"
950000,1085,385,198,4 ,4 ,2 ,"Avenida Miguel Antônio Fernandes, Recreio Dos Bandeirantes"
320000,NA,NA,180,3 ,3 ,2 ,"Penha Circular, Rio de Janeiro"
250000,NA,NA,155,2 ,2 ,2 ,"Campo Grande, Rio de Janeiro"
1650000,550,NA,380,5 ,6 ,4 ,"Estrada de Jacarepaguá, Freguesia- Jacarepaguá"
1780000,1500,4901,330,4 ,8 ,2 ,"Estrada Vereador Alceu de Carvalho, Recreio Dos Bandeirantes"
155000,NA,1361,212,2 ,2 ,1 ,"Rua Erval Seco, Campo Grande"
2200000,NA,500,200,4 ,3 ,3 ,"Copacabana, Rio de Janeiro"
880000,NA,NA,311,4 ,3 ,3 ,"Rua General Marques de Souza, Vila da Penha"
1800000,1000,645,310,5 ,4 ,NA,"Rua Arthur Bernardes Filho, Barra da Tijuca"
179900,NA,NA,65,2 ,1 ,2 ,"Estrada da Matriz,  Pedra de Guaratiba"
730000,50,2007,144,3 ,4 ,1 ,"Rua Dona Maria, Tijuca"
750000,400,NA,232,4 ,4 ,3 ,"Rua Francisca Sales, Freguesia- Jacarepaguá"
580000,NA,227,200,4 ,5 ,2 ,"Rua Tenente Costa, Méier"
1500000,685,491,240,4 ,4 ,2 ,"Avenida Lúcio Costa, Barra da Tijuca"
285000,NA,53,117,2 ,2 ,3 ,"Rua Nuncio Ostni, Jardim Sulacap"
140000,NA,101,40,2 ,1 ,4 ,"Campo Grande, Rio de Janeiro"
2750000,600,960,350,4 ,5 ,2 ,"Avenida Di Cavalcanti, Barra da Tijuca"
3150000,750,900,320,4 ,6 ,3 ,"Rua Jorge Dodsworth Martins, Barra da Tijuca"
249900,NA,80,111,2 ,2 ,1 ,"Rua Luís de Brito, Maria da Graça"
750000,NA,NA,224,4 ,4 ,3 ,"Estrada Pau-ferro, Freguesia- Jacarepaguá"
4000000,NA,10700,450,4 ,7 ,3 ,"Rua Tabatinguera, Lagoa"
209000,NA,NA,70,2 ,2 ,1 ,"Rua Jacques Klein, Campo Grande"
350000,100,NA,180,4 ,3 ,2 ,"Estrada do Moinho, Campo Grande"
3000000,780,1000,380,4 ,6 ,2 ,"Rua Pio Borges de Castro, Barra da Tijuca"
245000,NA,NA,104,2 ,2 ,1 ,"Rua Magalhães Castro, Riachuelo"
470000,NA,NA,100,2 ,3 ,2 ,"Curicica, Rio de Janeiro"
350000,400,729,113,4 ,3 ,1 ,"Tanque, Rio de Janeiro"
219000,550,NA,106,2 ,2 ,1 ,"Santíssimo, Rio de Janeiro"
560000,NA,221,162,3 ,3 ,2 ,"Rua Alberto Pasqualini, Pechincha"
948000,900,200,160,4 ,3 ,3 ,"Rua Beth Lago, Recreio Dos Bandeirantes"
8500000,1439,1968,1240,5 ,9 ,8 ,"Rua Fala Amendoeira, Barra da Tijuca"
9900000,1,11000,630,7 ,7 ,7 ,"Jardim Botânico, Rio de Janeiro"
6500000,NA,8833,370,4 ,5 ,4 ,"Rua dos Oitis, Gávea"
1550000,700,130,285,4 ,6 ,4 ,"Rua Rivadavia Campos, Recreio Dos Bandeirantes"
889999,NA,NA,157,3 ,4 ,1 ,"Rua Senador Furtado, Tijuca"
290000,NA,40,300,3 ,2 ,3 ,"Rua Monte Carmelo, Bento Ribeiro"
280000,NA,NA,130,2 ,2 ,3 ,"Campo Grande, Rio de Janeiro"
590000,NA,1000,140,3 ,3 ,2 ,"Rua Osvino Ferreira Alves, Campo Grande"
320000,NA,NA,111,2 ,2 ,3 ,"Campo Grande, Rio de Janeiro"
480000,NA,NA,264,2 ,3 ,5 ,"Piedade, Rio de Janeiro"
750000,NA,771,220,4 ,2 ,2 ,"Rua Ceci, Ramos"
160000,NA,NA,110,2 ,1 ,2 ,"Rua Nossa Senhora da Glória, Sepetiba"
3500000,750,1000,350,4 ,6 ,2 ,"Rua Pio Borges de Castro, Barra da Tijuca"
200000,NA,NA,180,3 ,3 ,NA,"Rua Barros Alarção,  Pedra de Guaratiba"
750000,NA,209,184,3 ,3 ,2 ,"Rua Androcles, Curicica"
295000,NA,NA,101,2 ,3 ,1 ,"Bangu, Rio de Janeiro"
